32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,5,4,94,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,5,4,73,1,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,584,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5,4,260,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,5,4,185,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,5,4,223,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,76,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,214,1,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,5,4,103,2,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,5,4,37,6,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5,4,273,3,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,451,1,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,4,12,5,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5,4,1166,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,4,105,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,8,7,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,4,7,5,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,159,5,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,4,210,6,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,5,4,17,7,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,5,4,297,2,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,4,365,6,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
